"","1","2","3","4","5"
"ABI2",8.20080433981289,9.27565190660492,9.30833006003825,9.23549046073574,9.23549046073574
"CEBPZ",6.20340175408502,7.85240689865546,8.03029269570277,8.15590131308374,7.76285410931634
"TRIM28",8.47193519314259,10.3348890386176,10.139290490133,10.139290490133,11.2488965148482
"AASS",7.49861604569324,12.0413315264542,12.0522261138267,11.9918007551574,11.9522900883527
"ATP6AP2",10.3081462030061,9.01672756654337,9.024609827589,9.007849008286,8.38137831111769
"LPAR6",5.5848440161385,4.53906063760973,5.18346124129419,4.85731400034194,4.30779629742171
"SLC25A13",7.09086098150746,9.58870724981472,9.55796952122327,9.48631102118026,9.44097512305307
"RCL1",6.35395941282836,7.48861187454829,7.66877028352742,7.55054112091248,7.37424614811762
"ZNF256",5.52673144784062,6.4648632355856,6.99111871178977,6.82624900544753,6.36893665381378
"CNIH1",9.11347422267458,8.68479347232017,8.66884475166459,8.66884475166459,7.81214118832079
"RBM7",7.61494632794934,7.04220292183169,7.70019038927326,7.68135484177307,6.16050008051085
"CDK4",8.64409805302973,9.28880524752762,9.15275140415653,9.15275140415653,9.70665579182735
"TXNDC9",7.0435836975842,6.64017147592148,6.64017147592148,6.64017147592148,5.8543683281379
"CTC-338M12.4",6.05158001180149,7.08921666372448,7.42919645747467,7.14785329739493,6.70484715246918
"PSME3",8.82351202720402,9.54501571727203,9.56432456724025,9.59626516136442,9.97084163406571
"CALCRL",4.93274763062617,6.01310052217546,5.77072488427868,5.55477994394606,3.09035648739974
"PATJ",6.57585774744988,8.17739242726033,8.54809632333166,8.2774322450025,8.00183653815836
"DDX39A",6.6863958848337,7.62012578874212,7.59610100330855,7.59610100330855,8.18262861476154
"KLRG1",3.39955122970851,4.88968032996156,5.12912065695511,4.88968032996156,4.88968032996156
"TRIB1",6.41334719970458,8.14107592639314,8.03072100104604,7.97504494828026,8.1776937725175
"RASGRP2",5.60276738696771,6.37849795137203,6.33426240761054,6.33426240761054,6.64053178075727
"RIDA",6.98271477390419,7.54312955106041,7.71020103764843,7.99159952778066,6.64931508008158
"POP7",6.72092317344074,7.88734905978607,7.61076619394445,7.75190551905217,7.90309397082937
"SPRY1",5.95725503168746,7.616152245177,7.61695521238067,7.77222332254001,7.41396370023481
"DENND4A",7.81612191356591,5.64086238066699,5.9526290279351,5.93311689845069,5.03403823745039
"STAG1",8.46274640215374,6.65628984826738,7.20159522596174,7.20159522596174,6.47431662702443
"NET1",7.32960673553074,8.58660015743392,8.6289094612843,8.59083735757411,8.74320716515526
"PRSS16",4.79498825558031,5.96799990211682,5.86981292064991,5.86981292064991,5.90792012409981
"SF3A1",7.71067010770905,8.55965908329322,8.50497047995316,8.50497047995316,9.31175402590599
"TRAIP",4.93693697861014,6.38881047293826,6.4461910102221,6.40321988651956,6.38881047293826
"ZNF267",6.03611249200508,7.23836707640661,7.27608771431441,7.46779584009015,7.23836707640661
"LANCL1",8.79603836231975,8.51315594685242,8.66176256232798,8.50669326505183,7.38956558117993
"B3GALT5",3.55264564598793,6.06134578599697,5.98281441533403,6.0171734140199,6.16471633082617
"RRAGB",7.18367702785807,5.22964591801162,5.84710068155544,5.84701878789122,5.05721026318769
"CDKN3",5.7864933323704,6.4716516498849,7.09536691422565,6.86353030360368,5.9177505151366
"CDO1",5.69092400536265,6.70456406744073,6.88825217814317,6.86788767932179,6.64573327869162
"NPM3",5.94748930175037,6.97723478766327,6.97723478766327,7.0603924117893,6.97723478766327
"CDR1",8.06703959635266,5.53337478267595,6.05703337807994,6.023582760022,4.71436059915684
"TUBB4A",5.7320484533167,6.5954432502996,6.61704440342831,6.5954432502996,6.99482665894329
"BTN3A3",6.03671107660077,4.07298491862378,4.07298491862378,4.07298491862378,3.45372848433586
"SCML2",4.9944530884052,7.38492299401777,7.63137491325666,7.38492299401777,6.99031000385647
"CEPT1",8.41130888174414,7.82629779121941,8.0285002378069,8.0285002378069,7.17089909597184
"CORO2B",6.04147562873755,4.88022983290996,5.0572212342508,5.18561822641615,5.57986550009745
"MYL12B",11.1513313537204,10.1322512451734,9.97964410432616,9.99501216618915,9.12153989590552
"ATP8A1",4.03216071398063,6.48130846134387,6.475554165888,6.56294585203311,6.06951360441691
"CDS1",4.76363433672638,7.21972465300899,7.25864873380678,7.27976002235266,7.14441661047699
"ST3GAL6",4.04444508044321,5.45251601619304,5.71088903083487,5.65523898637319,4.86873167913336
"NDC80",4.74396473328153,6.85483834715918,7.38674779366308,7.36274626442136,6.4182691052531
"WFDC2",5.10856306983824,6.80214121592303,6.73871458650608,6.77338807667218,6.73871458650608
"PRMT5",8.58626837994488,9.64978904084472,9.58331439578529,9.53235489762215,9.65558033455909
"TESK2",5.22272056493667,6.92762366157052,6.75674955949438,6.69757027737934,6.69096558949039
"RBM14",5.75227075707156,6.5140600375329,6.81428808130316,6.5140600375329,6.95205600730411
"LYPLA1",7.84873511376955,9.44214214140335,9.39073516757053,9.36814148165486,9.18581973544222
"TIMM17A",8.44852032537836,7.75375048091496,7.94131796849564,7.94131796849564,6.95831962058072
"VAV3",4.10390374411594,5.80710611490402,5.89381068645849,5.80710611490402,5.80710611490402
"TOMM40",6.5927634587182,7.47361706038332,7.35810613710604,7.4861009970151,7.85208437870292
"MAD2L2",7.3279634652553,9.58898885135021,9.38828210619649,9.38828210619649,9.7460869812355
"CDX4",4.08700579856863,5.52412994198823,5.20139149067816,5.43634967460406,4.76534126576295
"TACC3",5.77428479613789,7.87613770685933,7.87613770685933,7.87613770685933,8.20854444516637
"MERTK",4.57089513595098,6.67163760976637,6.66350325083784,6.79407785360784,6.66350325083784
"PPIH",7.52007830855291,8.61658270056479,8.61658270056479,8.79362240989762,7.958818747591
"FST",8.62423273363432,7.23531820596867,7.66505578780553,7.48043471741165,6.6038916763974
"SEMA4D",4.37275561491212,7.33336872194323,7.3017162471105,7.3017162471105,7.3017162471105
"SEMA4B",5.58628256861278,6.47925452536792,6.3468425564587,6.3468425564587,6.60807094364005
"SEMA3C",10.8317791369787,4.1475931213107,5.29263666673058,5.29263666673058,4.3631600647968
"APPBP2",9.2475382489006,7.36536482717474,7.68663417737924,7.66066962038741,6.34972049506561
"MYBBP1A",7.14949045952282,7.95881981723879,7.95881981723879,7.96229485192948,8.34887243476278
"CIB2",4.52582264689737,6.16939498025278,6.17662312853229,6.16939498025278,6.5424431895742
"CHERP",6.58981787601089,7.55609259953079,7.52760750613305,7.52760750613305,8.31647902029912
"HYOU1",7.95061629027043,9.02143507504137,9.00081656492658,9.00081656492658,9.24475693060426
"NEBL",4.44190236295506,6.34688702249728,6.57085419006748,6.2779114590149,6.2550304396072
"RNASEH2A",6.90096282067437,8.62044613233765,8.62044613233765,8.62044613233765,8.85610196153326
"LOC105371030",9.53526771214431,8.42802896381569,7.73334113812357,7.70456808454424,7.33515530961983
"ANP32B",8.75303998960001,8.01600262075712,8.23743015182356,8.23743015182356,7.46922473647974
"LAMTOR5",7.1748270453994,6.85585529470616,6.82863151027289,6.82863151027289,5.86694264823475
"RPP30",7.26623718028852,8.49834856156985,8.81523936802204,8.65369333760185,8.39974258250275
"SLC35A1",7.72853173609278,6.9531441091706,6.9531441091706,6.9531441091706,5.62258430739061
"SLU7",8.10047990475464,7.12045708902087,7.44926464938742,7.43459535427691,6.51412379303882
"DPYSL4",5.69755119722465,6.53644146832213,6.28607745361648,6.2452427858241,7.16986234135187
"CCT2",9.79313092322816,10.8754897536165,11.0270465813307,10.9724048482877,10.6837661839652
"CENPA",5.78315792854019,7.13234099062327,7.06306977313532,7.05544290877225,7.08529779079332
"SORBS1",4.77594488351254,6.88830210360656,6.88830210360656,6.89009209251647,6.88830210360656
"SMC2",6.24467604693318,7.59234864914843,7.91998204982681,7.99966491096831,7.36978104040105
"PAICS",8.93280357914438,10.640476396233,10.8347394787357,10.640476396233,10.4771133998907
"PDLIM5",9.43907027274288,8.86462324272052,8.74414783285447,8.74414783285447,8.1935430833449
"SPAG5",5.2274327268988,8.16990525468754,8.34301096948314,8.16990525468754,8.13963426589136
"CENPE",4.73047058807199,6.29366792029052,6.95994141754632,6.78221351593995,6.45418934171675
"ARID3B",5.72444104165394,7.63729082792438,7.43459535427691,7.48824651911342,7.82918682200286
"POLR3G",5.87198028570919,10.4746342870451,10.4935538371328,10.6492345651448,10.2464846729466
"IVNS1ABP",9.07281194982633,10.3610399211082,10.6051708691179,10.552549485888,9.88437727729147
"TXNIP",10.9294420464614,9.19534882702087,9.54593204634022,8.92937885266288,7.74290934451625
"CENPF",6.93098366109255,9.25963387246761,9.55880670865974,9.37042280104603,9.04796772113777
"PDPN",4.37610500546162,8.61050100814164,8.34547610519058,8.34547610519058,8.34547610519058
"POSTN",11.7598896800794,4.44399376087324,4.42183539826276,4.91881336529969,4.1001137113838
"RAD51AP1",5.46738882762047,8.49471012696059,8.50096525275072,8.7126055317255,7.63895381856164
"IGF2BP1",6.99483017847466,10.1030655825808,10.1048445139041,10.1030655825808,10.3577387053853
"IGF2BP3",7.46267451093093,9.48709348436026,9.81441668864028,9.56014245649965,8.96788519269336
"IGF2BP2",7.55488036626026,8.1798894794456,8.26770459911988,8.14886553070468,8.6183905877971
"RN7SL737P",6.58790587097233,7.40368925984303,7.47407952806221,7.47407952806221,7.87157706446008
"SPINT2",5.94389519578419,8.41007068008972,8.34074356512617,8.43324505421452,8.29508872297524
"CTCF",7.97522838841665,9.09507825826664,9.09507825826664,9.09507825826664,9.22195519729366
"B3GNT2",7.39298373942414,8.57173096708268,8.57739660461036,8.56695495569583,8.56695495569583
"EBP",7.01328264042087,8.74588160561264,8.50142345239567,8.52163015341293,8.16462914475381
"FUT9",3.06057228239316,4.29714822491359,4.29714822491359,4.40398400749623,4.29714822491359
"GMEB1",6.84153281429908,7.74505675944595,7.7466130874399,7.74505675944595,8.01842570540132
"CCT8",8.36258386659942,9.47892859563081,9.41742229572409,9.46058568393249,9.41742229572409
"ADCY1",5.26870954515821,6.96736983323868,6.88949907398521,6.88949907398521,7.21268213167633
"CETN3",5.92894267567089,6.21894458266896,6.98180766029025,6.74265744630151,5.17576380141599
"POLD3",6.91103361615112,7.93327002836586,7.88914201221226,7.9898662420686,7.83785279112567
"NRG3",4.60030522716079,5.86330490435259,5.65523898637319,5.65523898637319,5.49236406703483
"POLQ",4.35549875032853,6.79157659358861,7.01242963548333,7.02483052470726,6.62461489992223
"SLC12A7",4.97979874989142,6.38407492445237,6.121755183616,6.121755183616,6.63263860179453
"NUDC",7.44125154988475,8.13821037095662,8.31448410290971,8.31448410290971,8.44866512221973
"PLK4",4.74396473328153,7.79751503651033,8.33063897165201,8.33850115979845,7.66279062201129
"PTTG2",1.51921213184504,2.54631694668572,2.54631694668572,2.54631694668572,2.62032574064823
"MAP3K2",7.6581180354535,6.30169691116436,6.30169691116436,6.30169691116436,5.49355659039663
"CTSC",8.95429282914951,10.191943245195,10.1362126887612,10.138552077307,10.0681178325872
"GRAP",3.41018764081125,5.21787354150606,4.81523720211664,4.67895110915502,5.19562561320563
"NUP50",6.67566088993942,7.66446057265083,7.7282835690357,7.66446057265083,7.71435155464933
"NES",6.38563418271055,7.46019060515949,7.4934236410557,7.46019060515949,7.74933408954794
"KDM5B",9.39817081886939,10.5212684637626,10.5609022119066,10.4105910723294,10.1101574908103
"PLK2",9.78490785180711,6.36304151391669,6.62045410482302,6.76752498153052,6.14610485785758
"POP4",8.07946514620503,7.14478598873178,7.11805794533751,7.14478598873178,6.43007808057878
"WDR4",6.35041403991799,7.26602749072565,7.26602749072565,7.26602749072565,7.83240440195803
"IQGAP2",3.57361892641214,8.59984334708912,8.70435470007161,8.5956608660036,8.1405540251012
"ZNF273",4.40221000799966,6.78485397455934,7.21954354558237,7.19803885214037,6.78485397455934
"ADCY2",4.67233578161841,8.469914038429,8.40030347803836,8.46023495170284,8.83802304721464
"HSPH1",8.51435050496836,9.6909802130141,9.66376260645917,9.85160340073905,9.2601633735403
"RUVBL2",7.27697945264144,7.83935814729134,7.88910650080311,7.83935814729134,8.50376278495009
"NMU",4.22881146631559,7.17451977884053,7.01758118385755,7.10623126123668,6.72759004369499
"NPFFR2",2.4268011661357,3.81560836582597,3.97213071211834,3.83353315362887,3.30677875842758
"PROKR1",4.53466810466863,5.86810183508508,5.79475040360398,5.80532946668474,6.22212250570842
"MAN1A2",9.08745238711971,7.3585305417788,7.66109555332408,7.66109555332408,6.96756673911732
"TCERG1",7.88027740652578,9.01469329288394,9.06412795019932,9.00299104598799,8.9599086763366
"EHMT2",6.94481228414001,8.0628636496806,8.0628636496806,8.0628636496806,8.91167881886151
"RNPS1",9.13296478250824,9.78911375051772,9.83845898215155,9.83579056971701,10.1767457043542
"DBF4",2.02224879438003,3.39424280776373,3.44274735037097,3.74713949243613,3.23335630300534
"SEC61B",9.48337997788134,9.05991003575271,8.87096897759843,8.91347604675062,8.34222412677067
"STIP1",8.96819202452635,9.98041623753876,10.0052276938478,9.98513721895559,9.98041623753876
"COPS5",6.72442053353987,6.50705918622637,6.66165249913702,6.65787009391526,5.7124284154132
"SLC27A2",2.84511278177764,6.66541204793408,6.56528136259266,7.01227547863857,6.08388825254336
"KIF2C",5.35284556389522,7.66459544884984,8.18621575281307,7.81955971981777,7.66459544884984
"SPINK5",3.9372052634668,5.22481430629097,5.22481430629097,5.22481430629097,5.56336602239447
"TMSB15A",3.46034585833553,6.39859823830218,6.76844548005345,6.79935689340759,5.1696027152495
"KDELR3",10.099454278878,6.26226597946661,6.00068786507267,5.76276773118423,5.36274040343349
"TDRKH",4.32069154023965,6.94707441711058,7.05582762436919,6.86347459871045,6.74452434826942
"PIM2",4.94992712188657,8.61101025240934,8.61101025240934,8.61101025240934,9.25881458608459
"SLC35D2",7.16988550766247,6.69862067406051,6.71527843921666,6.71527843921666,5.97848206657878
"CHD1",7.42181659865821,8.40695400574972,8.54832561671723,8.73425612606775,8.01660345529496
"NUDT21",10.090128550135,11.2782722457815,11.1434816692587,11.1535890079065,10.9625525129817
"CPSF6",8.20691698810149,9.3926484440821,9.36962275302371,9.36962275302371,9.38628923697453
"CNMD",4.93374323094044,9.60293296612183,9.66755975764148,9.41076655490696,8.8154771541571
"UBE2C",6.76709816599812,8.41003217822498,8.44169790923958,8.37589114368851,8.36984688011806
"DNAJB4",9.55104523495322,7.29993214432819,7.64505863375184,7.57741425538066,5.68245703073866
"WDR5",7.52403523812088,8.6230271776492,8.30618387591072,8.40174451584553,8.90118804514782
"NUP42",6.85137549394165,6.8710828737147,7.09422205278057,7.19333349869317,5.85168978614303
"CHEK1",7.42930383293292,9.74413027119312,9.90297948576213,9.85820749326366,9.36762455049198
"CIT",6.8831918938265,8.10500653516561,8.37214034598554,8.10500653516561,8.10500653516561
"BTN3A2",6.1941390185918,5.34898452084417,5.57147355992846,5.4146910585557,4.95702341808197
"ZWINT",5.78213628061256,7.77607804337612,7.66304807907977,7.66304807907977,7.9753974569298
"DMC1",4.16806906957766,5.49493764484148,5.92930087475482,5.55392853514972,5.44636935470182
"PLAAT3",6.6863989455263,8.87724534988829,9.02622050652951,9.01791093761131,8.4125678326835
"GLMN",5.32682778644895,6.35939088695684,6.57986106837742,6.71419135449269,6.06150887705585
"PTP4A3",6.06303251803952,6.93184318057591,6.93184318057591,6.93184318057591,7.45679762640336
"PSIP1",7.79048572500583,10.0771546884381,10.4027495979512,10.3214404723813,9.70824804779518
"WDHD1",6.39205044776253,9.67015704404678,10.0961828507814,9.88132758632048,9.08748569685009
"BAZ2A",7.32810360000715,8.09595455603946,8.09595455603946,8.09595455603946,8.48702022981536
"WDR6",7.80421753825876,8.4763224725917,8.45035551556438,8.32187656408496,9.23773055648013
"CHKA",6.33106623629777,8.3691887356197,8.29772557741929,8.29159636323954,8.26586968518573
"WBP4",6.7954897854052,6.11616855146957,6.61029235828843,6.45450781071336,5.37561515114432
"SUPT16H",9.55731953185982,10.8931689790809,10.9880427563004,11.0643005065321,10.7680811881639
"CHEK2",4.83474360205702,6.77481195387648,7.13866121329387,7.10711774859405,6.41925944549481
"DDX20",6.22974187447936,7.14486599457988,7.37184814184093,7.38622672330566,7.23333013899002
"CHML",6.66344175371401,9.09884127163477,9.0796196659558,9.16911807428031,8.51468258381241
"POLG2",5.71640954703184,6.90643184923353,7.14155600143027,7.0485611417031,6.4267364264964
"HPS5",7.67663453876197,6.99920955768142,7.16537304188238,7.1271798701831,6.55085978907646
"EGLN3",5.49912098958971,7.38021045426127,7.38021045426127,7.38021045426127,7.45164791670794
"TP53TG1",4.54466684751426,4.5306741595616,4.392646663658,4.392646663658,3.46761071220624
"MRAP2",5.0372990175256,6.71853807072232,6.48969553927175,6.48969553927175,6.50680552216138
"KLF8",3.96916852524342,5.58900538074212,5.69635350605389,5.58900538074212,5.65260739413218
"WDR89",6.51488046483101,8.47746316233401,8.34933379050328,8.18088411212535,7.41407979956172
"GLB1L3",4.56599411763512,6.58745672482928,6.58745672482928,6.58745672482928,6.97767428084387
"NACC1",6.48886174378924,7.22150643417256,7.12987857994702,7.1511167862451,8.3616661875505
"CFAP36",6.12527157543573,5.67509604182724,5.67509604182724,5.67509604182724,4.9346487350396
"CHRM3",3.43564657886174,5.83228360657548,5.93045205348919,5.98408917359902,5.83228360657548
"VPS45",8.96000634013516,8.3693289678645,8.5862951657655,8.5862951657655,7.8901203466798
"MTFR2",4.45637007126206,6.37264887782744,6.26107694915552,6.14559712772699,6.02877090705485
"LYPLA2",7.86685421096725,9.03521697788442,8.80991145575737,8.73062656831594,9.48215957209932
"CDCA5",5.06906714171904,7.01329381418413,7.03528154849449,7.02425118106976,7.45447251400913
"SAAL1",6.69700687321932,8.30649948232544,8.39129530624008,8.30649948232544,8.30649948232544
"LARP4",8.42733765473473,9.44133091355317,9.59146583004313,9.64065832243019,9.36790170861587
"OIP5",4.54035813931588,6.60291177590634,6.62579832932487,6.49154217650291,6.49154217650291
"EXOSC8",7.19373289706457,8.24626091869296,8.63531654527824,8.70106720399792,7.92725648923691
"SFT2D1",7.76228725358973,7.49495023284597,7.70179894294475,7.69965831519545,6.44618724507786
"GABARAPL2",9.13819017818492,8.48460565033213,8.48460565033213,8.48460565033213,7.61243429640845
"CHRNA5",4.53987896917988,8.06056953672608,7.95734260919359,8.04269633540319,7.5978866484534
"FAM83F",4.91094465285143,5.84366259561601,5.54739097636733,5.66206098220038,5.99710978489542
"CHRNA7",4.88378623260487,5.94321381723022,6.26890287247709,6.05435109300888,5.94321381723022
"ADCY8",4.57050269108603,6.3468163385438,5.74942855698505,5.74942855698505,5.6502157070387
"B3GALT5-AS1",4.8922247027254,7.07677180735194,6.99829202781853,6.89234315452612,6.7917627432952
"MAL2",3.9643231336541,10.3321806845938,10.2260815501105,10.2260815501105,10.2260815501105
"TMEM132B",3.46233027004373,7.02359202214386,7.04435103518138,7.18961139721355,7.02359202214386
"ESCO1",7.11578297449989,8.46088469515458,8.70317012022581,8.67653120823746,7.72924416564348
"MYSM1",8.2393694081844,9.20977056555696,9.34522517771257,9.48844094403741,9.03230749195715
"RNF157",5.16337665703343,6.67937331156021,6.58989546735759,6.58989546735759,7.35336098099128
"GALNT13",4.66066124627495,6.2779114590149,6.45850085972534,6.48254111588437,6.11294479178219
"SMYD4",6.02328454824857,7.33368179920224,7.16806387064793,7.27508348372648,7.15255433001689
"OSBPL1A",7.01710790115301,8.31941476848445,8.20641012666768,8.2580614115106,7.91493378975564
"OSBPL8",9.15464221455366,8.17912205958788,8.68389316850032,8.57618620599401,7.92275380615579
"OSBPL10",5.78456807476977,8.84845989181932,8.67669056443256,8.70174146146847,9.02337748941367
"TMEM123",10.0123396839933,9.33172632560422,9.51662384956925,9.51662384956925,8.67886109530918
"ZNF618",4.99845660590436,5.8110801325113,5.8110801325113,5.63848295432891,6.23915100312554
"ADCY9",7.40630583109652,6.10760396685782,5.79119333817126,6.04893294756762,6.40200117023258
"CGAS",5.76524165566309,6.68151392912685,7.1254774172993,7.2061608449818,5.50954882555621
"HAUS1",6.03177531767259,7.67441789441256,7.71970407819374,7.97252974044334,6.68623391554658
"MARCHF3",5.62841801641202,6.89825344215892,6.90202602813869,6.72983003297255,6.32421202919013
"CKB",7.08338588353274,8.58797606413058,8.58797606413058,8.64415496867406,9.18085142412957
"PCMTD1",9.02568262200646,8.12017371097921,8.45719280651586,8.34539636105553,7.32616250923524
"FCHO2",7.88391138922451,6.51220147151615,6.68531558897636,6.68531558897636,5.73587237017645
"TENT5B",6.55770432266153,8.21958841631695,8.16597769571605,8.17911657198706,8.90208539946089
"ALPK2",7.87221471806319,4.38428011817973,4.38428011817973,4.38428011817973,3.37414284414918
"C12orf56",3.55499740253112,4.64741809195922,4.85357573833742,4.93045288277928,4.53948662895825
"RAB3C",4.0433784151684,6.48536607461234,6.66100928279886,6.47953057971106,5.81290089623555
"CYYR1",4.67216770622588,8.03322123178992,8.00083689610311,8.11986252897715,7.75602568314739
"TLCD1",5.93533076469362,6.84854739745119,6.84854739745119,6.84854739745119,7.3164721409552
"CKS1B",7.37027401013779,9.99907784030571,10.149488094462,10.0304220304362,9.97698800306038
"CKS2",6.89437817469716,9.24086227995554,9.40442116924255,9.33196089928078,8.36431534711008
"TM4SF18",4.42588966889822,6.88503811089687,6.85646617220656,7.3225838693249,6.51848591543204
"RAB39B",4.83774974070757,6.65154385643479,6.2779114590149,6.46298389893865,6.2779114590149
"TOP1MT",6.29749108560661,7.58770596817245,7.57885191387099,7.56982567630226,7.78827875118413
"RPL39L",4.87462384786853,6.53984809814269,6.77232868038067,6.64731812508253,6.24166651114808
"SLC18B1",5.90115857870112,7.85323222263059,7.97264800492304,8.12255814611398,7.66090186295376
"MED12L",4.37759838461952,6.81501250985712,6.97942947576312,6.81501250985712,6.81501250985712
"WDR17",4.33647606583703,5.46463684062362,5.83279023832065,5.65681537431832,5.65681537431832
"AGAP1",6.52443943609287,7.20697480786944,6.83423523995387,6.96849663939537,7.53164041105312
"ADCYAP1R1",4.98163317018622,6.36485182582906,6.02228031766064,6.02228031766064,6.32740462493587
"TADA1",7.42009907479176,8.57153181337344,8.66652923623358,8.53745477013222,8.51303107072917
"SCGB3A2",3.54013401238263,7.26958229320199,7.13465711834843,7.19381384266181,6.98595132143509
